project_name,pub_time,ai_project_title,requirement_brief,requirement_desc,deadline,company_name,contact_name,contact_phone,province,city,budget,announcement_url,location_text
上犹县第三人民医院建设项目弱电智能化设备采购项目,2026-03-11T18:50+08:00,无相关要求,无相关要求,无相关要求,2026-03-20,上犹县社溪镇中心卫生院,方先生,17379795382,江西,,0.02万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260654.htm,上犹县社溪镇社溪圩1号
福建省人工影响天气水资源保障工程之智能化烟炉建设,2026-03-11T17:35+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,福建省气象科学研究所,陈小超,010-68406136,福建,福州市,160.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260311_26260154.htm,福州市仓山区建新中路108号
安吉县人民医院改扩建工程弱电智能化项目建设咨询服务政府采购项目,2026-03-11T17:17+08:00,无相关要求,无相关要求,无相关要求,2026-03-30,湖州市安吉县人民医院,程国嫒/王欢扬,0572-5021169,浙江,,80.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259904.htm,安吉县昌硕街道天目路699号
临平区生态环境治理综合平台（数智生态）项目,2026-03-11T16:35+08:00,临平区生态环境AI智能体建设,构建临平区生态环境治理综合平台，包括环保数仓改造、AI智能体建设、非现场监管及大气管控，实现智能问答和文书编制功能。,"【背景概述】
临平区生态环境治理综合平台（数智生态）项目以一体化建设方式，构建生态环境治理综合平台，主要包括环保数仓改造、生态环境AI综合智能体建设、企业非现场监管及大气近源精细化管控等内容。

1、建设生态环境AI综合智能体，开发智能问答功能。

2、建设生态环境AI综合智能体，开发文书编制功能。",2026-03-31,杭州市生态环境局临平分局,张擎峰,0571-86320706/18058709278,浙江,杭州市,370.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259312.htm,杭州市临平区临平街道星火南路23号。
新校区附属装修及弱电智能化扩充工程,2026-03-11T16:25+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,中共榆林市委党校,田工,0912-3891269,陕西,榆林市,216.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259171.htm,榆林市高新区榆溪大道110号
云南能源职业技术学院学生成长综合管理系统建设项目,2026-03-11T16:10+08:00,学生成长综合管理AI辅助系统,构建学生成长综合管理系统，实现学生管理数字化、智能化，通过AI辅助模块提供个性化服务，辅助教师分析学生数据，构建德智体美劳评价体系，提升育人工作效率和温度。,"【背景概述】
为贯彻""五育并举""育人理念，提升学生管理工作科学化、数字化、精细化、智能化水平，建设学生成长综合管理系统。项目以""数据赋能、过程管理、全程服务""为主线，实现学生管理从""经验判断""向""数据驱动""转变，构建覆盖德智体美劳的学生成长评价与智能分析体系，形成全过程、全方位育人机制。

1. 建设智能化AI辅助模块，为学生提供事务咨询、数据提醒、情感激励等全天候个性化成长服务，AI辅助即时响应需求，补充教师精力，提升学生获得感。

2. AI辅助作为教师智能助手，辅助分析学生成长数据、识别风险学生，提升育人工作效率和温度。

3. 建设覆盖德智体美劳的学生成长评价与智能分析体系，构建可视化成长画像，为学生自我认知和提升提供依据，为辅导员、班主任等教育管理人员提供育人依据。

4. 系统包含群体画像与重点预警功能，实现从""人盯人""到""系统识别""的转变，提高育人管理的科学性和精准性。",2026-04-08,云南能源职业技术学院,巴珲,13769870617,云南,曲靖市,154.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258951.htm,云南省曲靖市职教中心文苑北路8号
丽江玉龙雪山旅游景区信息中心玉龙雪山景区2026-2029年度信息化系统运维服务采购,2026-03-11T16:10+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,丽江玉龙雪山旅游景区信息中心,龚珊瑚,0888-3065677,云南,丽江市,78.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258976.htm,丽江市玉龙纳西族自治县白沙镇木都村委会东文一组玉甘路1号
2025年陕州区奶业生产能力提升整县推进鸿瑞牧业项目,2026-03-11T15:21+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,三门峡市陕州区西张村镇人民政府,温女士,13839848765,河南,三门峡市,438.07万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258413.htm,三门峡市陕州区
复旦大学附属中山医院医院建筑后勤数字智能化全生命周期管理平台项目,2026-03-11T14:24+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,复旦大学附属中山医院,陆雯,13764031709,上海,上海市,450.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260311_26257902.htm,上海市徐汇区枫林路180号
上海市环境监测中心地表水、生态和应急无人机技术服务（第二次）,2026-03-11T13:06+08:00,无相关要求,无相关要求,无相关要求,2026-03-31,上海市环境监测中心（上海长三角区域空气质量预测预报中心）,张欢、戴辰佳、朱亮,021-52868273-811,上海,上海市,146.76万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257677.htm,上海市徐汇区三江路55号
海港高中新校区教学设备购置(智慧公共设施设备),2026-03-11T12:23+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,河北唐山海港经济开发区社会事务局,蒋 超,0315-2913026,,,492.43万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257610.htm,唐山海港经济开发区管委会
清远市政务服务数智化创新项目,2026-03-11T11:33+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,清远市政务服务和数据管理局,张子杰,0763-3382746,广东,清远市,357.22万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257378.htm,清远市清城区人民二路机关办公大楼四号楼13层
汾西县公安局执法办案管理中心提质增效项目（设备）,2026-03-11T19:02+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,山西省汾西县公安局,柏先生,13467168123,山西,,276.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260823.htm,汾西县公安局
上海市内河航道智能感知网及配套设施建设工程2026年网络费用,2026-03-11T18:10+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,上海市港航事业发展中心,张萌妹,021-65889008-804,上海,上海市,685.70万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260523.htm,上海市静安区秣陵路100号1708室
智能庭审语音识别转录设备购置,2026-03-11T17:34+08:00,智慧法庭语音庭审系统建设,泸定县人民法院采购智能庭审语音识别转录设备，旨在建设智慧法庭语音庭审系统，实现庭审语音实时转写、角色区分、文本分析及回溯管理等功能，提升庭审记录效率与准确性。,"【背景概述】
泸定县人民法院采购智能庭审语音识别转录设备，建设智慧法庭语音庭审系统，实现庭审语音实时转写、角色区分、文本分析及回溯管理等功能，提升庭审记录效率与准确性。

1. 实时语音转写功能：系统支持将庭审各方发言的语音内容实时转写为文字，四川方言转写准确率不低于90%，以辅助庭审笔录生成。投标时提供承诺函。

2. 角色自动区分功能：支持配置法庭麦克风对应的说话人角色信息，支持在庭审过程中区分多角色的说话内容分别进行识别。投标时提供此项系统功能界面截图。

3. 资料学习能力：系统支持对案件相关资料的学习，包括词汇和句子表达，且学习后的成果支持书记员实时查阅编辑。

4. 个性化词语配置功能：支持添加庭审场景通用的法言法语，添加后可与客户端绑定，永久生效。投标时提供此项系统功能界面截图。

5. 智能文本顺滑功能：支持对陈述人的整句话术进行文字识别并修正。

6. 庭审信息语音合成功能：对于开庭需要宣读的法庭纪律、审判人员入庭、证人出庭的内容，支持通过客户端软件进行合成播报。

7. 智能语音运营监控平台中文语音合成自然度指标：采用MOS方法评测，中文语音合成自然度达到4.5分。需提供第三方检测机构出具的带CMA标识的检测报告复印件。

8. 智能语音运营监控平台普通话识别准确率指标：支持中文标准普通话的实时识别，识别准确率达到99%。需提供第三方检测机构出具的带CMA标识的检测报告复印件。

9. 智能庭审回溯系统角色筛选功能：支持将笔录内容按照角色进行筛选、提取。

10. 智能庭审回溯系统文本分析与实体提取功能：支持对笔录进行文本分析，从而获取实体要素，自动提取如案由、法院、人名、地名、年龄、身份证号、手机号的标签；支持定位笔录、回顾案情。

11. 音频能量检测功能：系统支持自动检查麦克风音频能量大小并实时呈现。投标时提供此项系统功能界面截图。

12. 庭审录音标记回听功能：书记员在庭审记录过程中，支持通过客户端软件标记记录不及时的位置；在休庭时，按照标记的位置，可以回听之前的庭审音频快速修正记录内容。投标时提供此项系统功能界面截图。",2026-04-01,泸定县人民法院,范学颖,028-83228173,四川,,120.20万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260143.htm,四川省甘孜州泸定县丰碑街7号
智能视频监控系统项目,2026-03-11T17:23+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,秦皇岛市公安局北戴河分局,李玉肖,0335-6822691,河北,秦皇岛市,124.61万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259980.htm,秦皇岛市北戴河区西山街道联峰北路
金塔县公安局业务链路服务采购项目,2026-03-11T16:07+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,金塔县公安局,陕西恒瑞项目管理有限公司,13195946543,甘肃,酒泉市,152.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258926.htm,酒泉市金塔县神舟大道5号
甘南县教育系统智慧体育馆设备采购项目,2026-03-11T16:04+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,甘南县教育局,陈先生,0452-2512345,黑龙江,,59.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258883.htm,甘南镇发展路2号
清溪镇高清智能天网监控（三期）维护(二次),2026-03-11T15:53+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,东莞市公安局清溪分局,蔡景辉,0769-23328188,广东,东莞市,126.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258748.htm,东莞市清溪清凤大道99号
在黄高校24小时校园就业服务,2026-03-11T15:50+08:00,AI智能辅导系统构建,构建AI智能辅导系统，为在黄高校学子提供简历优化、面试能力提升及人岗匹配服务，打造高校就业服务生态。,"【背景概述】
为在黄高校学子提供持续、系统的职业发展支持，构建完整闭环的高校就业服务生态，为未来推广至全市其他院校及周边地区奠定基础。

1. AI智能辅导：为在黄高校学子提供AI智能辅导，优化简历质量、提升面试能力及人岗匹配度。",2026-03-12,黄石市人才中心,饶俊可,19972727999,湖北,黄石市,380.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258718.htm,湖北省黄石市黄石港区黄石大道71号
西南民族大学人工智能与可信安全实验教学平台项目（第二包）,2026-03-11T14:29+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,西南民族大学,袁老师,028-84469198-633,四川,成都市,349.20万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260311_26257903.htm,成都市双流区航空港开发区大件路文星段168号;
台州市智慧海防管控平台二期海上作战中心公安感知分析服务器采购项目,2026-03-11T14:22+08:00,无相关要求,无相关要求,无相关要求,2026-03-31,台州市公安局,陈先生,0576-88325289,浙江,台州市,55.07万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257924.htm,台州市椒江区康平路2号
泥头车扬尘污染智能监管技术服务项目（2026年）,2026-03-11T13:15+08:00,无相关要求,无相关要求,无相关要求,2026-03-24,深圳市生态环境局,董工,13728664836,广东,深圳市,200.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257691.htm,深圳市土地房产交易大厦11楼
青岛工程职业学院智能控制新能源综合实训室项目,2026-03-11T11:30+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,青岛工程职业学院,郭艳,13616390362,山东,青岛市,120.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257330.htm,山东省青岛市城阳区龙翔路3号
浦东新区智慧医院一体化示范项目,2026-03-11T23:49+08:00,无相关要求,无相关要求,无相关要求,2026-04-08,上海市浦东卫生发展研究院,李月,021-68541773,上海,上海市,712.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26261179.htm,上海市浦东新区莱阳路818号
锂电专业群智慧金课建设项目(二次),2026-03-11T18:35+08:00,锂电专业群智慧金课AI视频音频开发与智能服务,该项目旨在开发锂电专业群智慧金课，包括三本数字教材的AI视频音频开发、数字人AI答疑与智能服务。需制作270个视频和音频，支持智能问答、智能目录等功能，实现文本检索高级功能，以提升教学资源的智能化和互动性。,"【背景概述】
锂电专业群智慧金课建设项目需完成《储能材料与技术》《集成电路封装与测试》《现场总线与工业以太网》三本数字教材的开发、制作、发布及运行，预算金额90万元，合同签订后60日内交付。

1. AI视频开发：音视频资源制作含现有资源二次开发、AI视频开发。以技能实操类视频为主，双机位多角度、分镜头拍摄；后期两机位素材剪辑、加操作解说、字幕注解、简单视觉包装、动画演示。单个视频时长1-3分钟，每门课程视频总数量90个。视频技术要求：分辨率≥1920×1080，画幅比16:9，帧率25fps或50fps恒定，扫描方式逐行扫描，压缩方式H.264/AVC编码，视频码率10M恒定。字幕内嵌，每屏一行，每行不超过20个字。

2. AI音频开发：音频类素材资源含AI音频开发，支持男声女声选择。以主流AI音频生成软件为依托，结合专业背景，生成符合专业特色需求及课程特色的音频。单个音频时长1-3分钟，每门课程音频总数量90个。音频压缩格式采用AAC，采样率48KHz，位率16bit，音频码率不低于512Kbps，文件封装成MP3文件。音频信噪比不低于48db，声音电平-2db至-8db。

3. 数字人AI答疑与智能服务：内容编写管理支持编辑过程中的数字人AI答疑，支持智能问答、智能目录、智能出题、智能续写等多项智能服务，赋能""数智创作""。平台支持多种用户角色管理，包括作者、读者、教师、学生。资源管理能集中管理文本、视频、音频、图形、动画、HTML5资源包等，支持MP4/mp3等主流音视频格式上传，视频上传后自动转码，支持Microsoftoffice等主流办公软件格式上传后自动转码。支持直接导入添加pdf文档和PPT文档并实现自带播放器原貌浏览和在线翻页。

4. 文本检索高级功能：文本类资源支持office在线阅读功能，可以根据关键字搜索到文件的详细内容。检索支持分词、模糊、联想等高级功能。",2026-04-02,四川职业技术学院,倪天兵,028-87726602,四川,遂宁市,90.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260621.htm,四川省遂宁市河东新区学府路1号
芒市人民法院智慧档案室设备采购,2026-03-11T18:00+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,芒市人民法院,杨女士,0692-2123126,云南,,71.72万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260431.htm,芒市金孔雀大街56号
智慧型龙泉山路派出所升级改造设施设备采购项目(二次),2026-03-11T17:36+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,德阳市公安局经济技术开发区分局,钟女士,0838-3866521,,德阳市,145.43万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260161.htm,德阳市旌阳区庐山南路二段127号
2026年滨开区新材料产业园智慧园区监管平台基础设施维保项目,2026-03-11T17:29+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,江苏常州滨江经济开发区管理委员会（本级）,王涛,0519-88818292,江苏,常州市,113.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26260052.htm,常州市新北区东海路202号
惠安县文化体育和旅游局智慧健身角和五人制足球场采购项目,2026-03-11T17:14+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,惠安县文化体育和旅游局,郭先生,0595-87362639,福建,,146.29万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259859.htm,惠安县螺阳镇世纪大道城建大楼2号楼
泸西县城市智慧交通防控项目,2026-03-11T16:50+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,泸西县公安局交通管理大队,李姣,13769419528,云南,,370.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259537.htm,泸西县中枢镇迎宾路
洛阳市偃师区城市管理局偃师区智慧城管建设项目信息化服务,2026-03-11T16:46+08:00,偃师区智慧城管视频AI分析系统建设,构建偃师区智慧城管信息化系统，实现1个指挥中心、1个公众服务窗口、2个中心（决策中心和数据交换中心）及N个场景的视频AI分析功能，提升城市管理智能化水平。,"【背景概述】
偃师区智慧城管信息化系统主要为""1+1+2+N""的城市运管服平台建设：一个指挥中心、一个公众服务窗口、两个中心（决策中心和数据交换中心）以及N个场景。

1、视频AI分析",2026-04-02,洛阳市偃师区城市管理局,齐女士 应女士,18736332359 15617778990,河南,洛阳市,170.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259477.htm,洛阳市偃师区华夏路18号建设大厦
涿鹿县职业技术教育中心2026年设备采购项目,2026-03-11T16:43+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,涿鹿县职业技术教育中心,张女士,0313-5222290,河北,张家口市,297.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26259428.htm,张家口市涿鹿县
模拟器模型集成测试、环境适配验证与大语言模型训练项目,2026-03-11T16:36+08:00,京津冀环境模拟器集成测试与智慧交互架构研究,本项目旨在通过集成测试、环境适配验证和大语言模型训练，全面验证技术有效性、稳定性与适配性，构建专业知识语料库，优化大语言模型训练策略，为京津冀模拟器提供技术支撑和智慧交互架构演示。,"【背景概述】
本项目需围绕京津冀环境模拟器集成测试与智慧交互架构研究课题核心需求，开展测试工作，全面验证课题相关技术的有效性、稳定性与适配性，为课题方案优化及系统平稳运行、人机协同决策提供支撑。

1. 国产GPU/CPU混合架构服务软硬件适配分析：要求使用样例模型，对华为、海光、飞腾等主流国产处理器品牌的不同软硬件配置环境进行比对测试，开展样例模型国产环境测试与并行计算策略测试，提出机理模型及AI模型并行计算环境配置方案，支撑京津冀模拟器分阶段算力和存储配置测算。

2. 京津冀模拟器典型场景专业语料库样例解析：基于京津冀区域""水-气-土-生""环境热点知识逻辑规则，要求构建""水-气-土-生""专业知识语料库示例，验证优化""水-气-土-生""环境热点知识逻辑规则提取、语料标注、知识库构建等技术方法，为面向生态环境智慧化监管业务场景的行业语料解析与高质量知识库构建方法提供支撑。

3. 面向环境模拟器专业大语言模型构建的通用模型分析：基于优势选型的通用大语言模型架构，要求对阿里通义千问、百度文心、Deepseek、科大讯飞星火等国内主流大语言模型训练，并对训练后大语言模型开展微调测试、接口协议测试、调度效能测试、结果整合测试以及专业能力评估，支撑专业大语言模型构建与训练策略的设计。

4. 模拟器模型集成测试及智慧交互架构演示系统：要求通过京津冀模拟器典型应用场景的智能体示例搭建以及京津冀模拟器整体架构、多模型集成耦合、测试演练、京津冀模拟器典型应用场景智慧交互演示，验证和优化模拟器模型集成测试及智慧交互架构技术方案。",2026-04-01,中国环境科学研究院,窦志超、曹山、高天阳,010-68290562,北京,北京市,90.12万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260311_26259248.htm,北京市朝阳区北苑大羊坊8号
深圳海关2026年皇岗海关新皇岗口岸太赫兹人身检查设备采购项目,2026-03-11T16:25+08:00,无相关要求,无相关要求,无相关要求,2026-04-03,海关总署物资装备采购中心,杨先生/女士,01065195929,北京,北京市,720.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260311_26259125.htm,北京市东城区金宝街61号鑫海锦江大酒店
基于“AI+遥感”的影像处理及基础地理实体变化检测和知识发掘能力提升,2026-03-11T16:04+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,广东省国土资源技术中心（广东省基础地理信息中心）,马工,020-85272361,广东,广州市,293.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258900.htm,广州市海珠区磨碟沙路9号
2026年项目评估和监理服务项目,2026-03-11T15:58+08:00,无相关要求,无相关要求,无相关要求,2026-04-01,龙泉驿区智慧蓉城运行中心,黄先生,028-60638188,四川,成都市,130.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258803.htm,四川省成都市龙泉驿区东安街道湖岸南路66号
马鞍山市中医院综合能源托管服务项目,2026-03-11T15:55+08:00,无相关要求,无相关要求,无相关要求,2026-03-31,马鞍山市中医院,赵莹莹,17355523365,安徽,马鞍山市市,478.98万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258764.htm,安徽省马鞍山市市辖区湖西南路3566号
曲靖职业技术学院双高建设AIGC产教融合中心新一代信息技术实训基地设备购置项目,2026-03-11T15:50+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,曲靖职业技术学院,朱璇睿,0874-3283266,云南,曲靖市,122.83万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26258704.htm,云南省曲靖市麒麟区太和东路1308号
江苏省地质调查研究院数字赋能与智慧监管：实景三维建模(第三年度),2026-03-11T13:46+08:00,无相关要求,无相关要求,无相关要求,2026-03-31,江苏省地质调查研究院,李婷婷,025-86635193,江苏,南京市,148.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257755.htm,南京市珠江路700号地质大厦
2026年智慧黑板采购,2026-03-11T11:43+08:00,无相关要求,无相关要求,无相关要求,2026-04-02,四川省什邡中学,廖老师（文件编制），杨老师（开评标）,0838-8211015（文件编制），0838-8211016、8211017（开评标）,四川,什邡市,54.93万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260311_26257428.htm,什邡市雍城东路93号
